0,1,2,3,4,5,6,7,8,9,10,11
2026/03/04,10:00,0.4,,36674,,9.35,,0.0,,31.8,
2026/03/04,10:10,0.0,,36674,,8.63,,0.0,,31.8,
2026/03/04,10:20,0.0,,36674,,9.06,,0.0,,31.8,
2026/03/04,10:30,0.4,,36705,,10.07,,0.0,,31.8,
2026/03/04,10:40,0.0,,36705,,10.07,,0.0,,31.8,
2026/03/04,10:50,0.0,,36718,,10.07,,0.0,,31.8,
2026/03/04,11:00,0.4,,36718,,8.77,,0.0,,31.8,
2026/03/04,11:10,0.0,,36749,,9.06,,0.0,,31.8,
2026/03/04,11:20,0.0,,36749,,9.78,,0.0,,31.8,
2026/03/04,11:30,0.4,,36749,,10.07,,0.0,,31.8,
2026/03/04,11:40,0.0,,36749,,9.93,,0.0,,31.8,
2026/03/04,11:50,0.0,,36761,,8.92,,0.0,,31.8,
2026/03/04,12:00,0.0,,36792,,9.35,,0.0,,31.9,
2026/03/04,12:10,0.0,,36792,,9.78,,0.0,,31.9,
2026/03/04,12:20,0.4,,36792,,9.93,,0.0,,31.9,
2026/03/04,12:30,0.6,,36804,,9.93,,0.0,,31.9,
2026/03/04,12:40,0.0,,36836,,10.21,,0.0,,31.9,
2026/03/04,12:50,0.0,,36836,,9.21,,0.0,,31.9,
2026/03/04,13:00,0.0,,36836,,9.49,,0.0,,31.9,
2026/03/04,13:10,0.0,,36849,,9.78,,0.0,,31.9,
2026/03/04,13:20,0.0,,36849,,9.78,,0.0,,31.9,
2026/03/04,13:30,0.4,,36849,,9.64,,0.0,,31.9,
2026/03/04,13:40,0.0,,36849,,9.21,,0.0,,31.9,
2026/03/04,13:50,0.0,,36849,,9.21,,0.0,,31.9,
2026/03/04,14:00,0.0,,36892,,9.64,,0.0,,31.9,
2026/03/04,14:10,0.0,,36861,,9.93,,0.0,,31.9,
2026/03/04,14:20,0.0,,36892,,9.93,,0.0,,31.9,
2026/03/04,14:30,0.0,,36892,,10.07,,0.0,,31.9,
2026/03/04,14:40,0.0,,36923,,8.92,,0.0,,32.0,
2026/03/04,14:50,0.0,,36935,,9.49,,0.0,,32.0,
2026/03/04,15:00,0.0,,36935,,9.35,,0.0,,32.0,
2026/03/04,15:10,0.0,,36935,,9.93,,0.0,,32.0,
2026/03/04,15:20,0.0,,36935,,9.78,,0.0,,32.0,
2026/03/04,15:30,0.0,,36966,,9.49,,0.0,,32.0,
2026/03/04,15:40,0.0,,36935,,9.35,,0.0,,32.0,
2026/03/04,15:50,0.0,,36966,,9.78,,0.0,,32.0,
2026/03/04,16:00,0.0,,36954,,9.93,,0.0,,32.0,
2026/03/04,16:10,0.0,,36954,,10.07,,0.0,,32.0,
2026/03/04,16:20,0.0,,36954,,9.93,,0.0,,32.0,
2026/03/04,16:30,0.0,,36954,,9.06,,0.0,,32.0,
2026/03/04,16:40,0.0,,36954,,9.06,,0.0,,32.0,
2026/03/04,16:50,0.0,,36973,,9.78,,0.0,,32.0,
2026/03/04,17:00,0.0,,36960,,10.07,,0.0,,32.0,
2026/03/04,17:10,0.0,,36948,,9.64,,0.0,,32.0,
2026/03/04,17:20,0.0,,36936,,9.21,,0.0,,32.0,
2026/03/04,17:30,0.0,,36923,,8.77,,0.0,,32.0,
2026/03/04,17:40,0.0,,36942,,9.35,,0.0,,32.0,
2026/03/04,17:50,0.0,,36930,,9.64,,0.0,,32.0,
2026/03/04,18:00,0.0,,36917,,9.21,,0.0,,32.0,
2026/03/04,18:10,0.0,,36893,,9.06,,0.0,,31.9,
2026/03/04,18:20,0.0,,36880,,9.06,,0.0,,31.9,
2026/03/04,18:30,0.0,,36868,,9.06,,0.0,,31.9,
2026/03/04,18:40,0.0,,36887,,9.35,,0.0,,31.9,
2026/03/04,18:50,0.0,,36874,,9.35,,0.0,,31.9,
2026/03/04,19:00,0.0,,36862,,9.49,,0.0,,31.9,
2026/03/04,19:10,0.4,,36881,,9.49,,0.0,,31.9,
2026/03/04,19:20,0.0,,36856,,9.06,,0.0,,31.9,
2026/03/04,19:30,0.0,,36844,,9.21,,0.0,,31.9,
2026/03/04,19:40,0.0,,36831,,9.49,,0.0,,31.9,
2026/03/04,19:50,0.0,,36807,,9.35,,0.0,,31.9,
2026/03/04,20:00,0.6,,36794,,9.21,,0.0,,31.9,
